ID,gender,Team,Background,Pro level,Winter Training Camp,altitude_results,vo2_results,hr_results,dob,Continent
665,male,group B,Cobblestones,Continental,none,58,60,55,1990-05-08,Australia
666,female,group D,Hill,Continental,none,77,93,93,1990-05-17,Africa
667,female,group C,Time Trial,World Tour,none,68,70,67,1996-05-25,Africa
668,male,group D,Hill,World Tour,none,90,82,77,1994-05-27,Australia
669,male,group C,Hill,Continental,none,68,66,56,1988-10-24,Africa
670,female,group A,Time Trial,Continental,none,67,80,81,2001-05-29,Australia
671,male,group D,Mountain,Continental,none,85,86,84,1989-11-09,Africa
672,male,group B,Sprinter,World Tour,none,65,51,45,1994-01-23,South America
673,female,group B,Cobblestones,Continental,completed,53,72,64,1997-10-04,North America
674,female,group B,Cobblestones,World Tour,none,63,79,75,1995-09-25,Australia
675,female,group C,None,World Tour,completed,61,69,68,1994-01-01,Africa
676,male,group D,Cobblestones,World Tour,none,87,79,78,2003-10-08,Asia
677,female,group C,Hill,World Tour,completed,81,93,95,1990-02-22,North America
678,female,group B,Sprinter,World Tour,none,44,67,59,1987-03-01,North America
679,female,group E,Time Trial,Continental,none,51,51,53,2003-09-21,Africa
680,male,group E,Sprinter,Continental,none,68,58,58,1992-04-27,Australia
681,female,group B,Hill,Continental,completed,54,58,62,2003-11-23,Europe
682,male,group B,Mountain,Continental,none,64,54,52,1995-08-08,Africa
683,male,group B,Sprinter,Continental,completed,53,52,55,1987-12-09,Asia
684,female,group A,Sprinter,World Tour,completed,82,85,85,2002-11-19,Europe
685,female,group A,Sprinter,World Tour,none,70,75,75,2004-08-01,Europe
686,female,group C,None,Continental,none,79,81,85,1986-01-08,Asia
687,male,group C,Sprinter,Continental,none,84,85,70,1986-12-12,Africa
688,male,group D,Sprinter,World Tour,none,79,69,68,1990-02-09,Africa
689,male,group D,Hill,World Tour,completed,89,81,78,2001-12-01,North America
690,female,group B,Time Trial,World Tour,none,69,85,82,1998-12-24,Europe
691,female,group B,Sprinter,Continental,completed,67,85,87,2003-03-31,Asia
692,female,group D,Hill,Continental,none,46,56,57,2002-10-24,North America
693,male,group B,Hill,World Tour,none,51,61,53,2004-12-05,South America
694,male,group C,Mountain,World Tour,completed,82,83,85,1992-05-19,Europe
695,female,group A,Hill,Continental,none,52,62,60,1997-06-24,South America
696,female,group D,Sprinter,World Tour,completed,50,63,63,1985-07-15,North America
697,female,group C,Time Trial,World Tour,completed,61,65,68,2001-01-14,Asia
698,female,group B,Sprinter,World Tour,none,57,64,66,1993-10-09,North America
699,male,group D,Mountain,World Tour,completed,67,73,63,1991-07-02,Asia
700,male,group E,Time Trial,World Tour,none,79,65,69,1998-04-14,Australia
701,female,group C,Sprinter,Continental,none,75,74,76,2003-12-05,Australia
702,male,group C,Time Trial,World Tour,none,58,53,47,1995-04-21,Australia
703,male,group B,None,Continental,none,55,54,58,1989-03-23,Europe
704,male,group A,None,World Tour,none,79,60,57,2000-01-27,Asia
705,male,group D,Hill,World Tour,none,46,56,53,2000-02-23,South America
706,female,group D,Cobblestones,World Tour,none,75,80,80,2001-08-30,South America
707,female,group C,None,Continental,completed,74,84,83,2004-08-31,Australia
708,female,group D,Hill,Continental,none,66,66,64,2005-12-04,Africa
709,female,group D,Sprinter,World Tour,none,56,65,69,2000-11-16,Asia
710,male,group B,None,World Tour,completed,91,95,94,1990-06-22,Asia
711,female,group A,Cobblestones,World Tour,completed,90,91,98,2001-02-22,Africa
712,male,group C,None,World Tour,none,77,72,62,1989-05-10,South America
713,female,group D,Time Trial,World Tour,none,65,66,76,2003-07-28,Europe
714,male,group D,Mountain,Continental,none,77,72,68,1992-07-23,Australia
715,female,group C,Time Trial,World Tour,none,61,70,69,1999-11-24,South America
716,male,group A,Sprinter,Continental,completed,83,80,80,1995-05-30,Africa
717,male,group A,Sprinter,World Tour,completed,74,70,69,1988-11-05,North America
718,female,group B,None,World Tour,completed,59,73,75,1985-07-10,Australia
719,female,group E,Time Trial,World Tour,completed,87,85,89,1986-09-26,South America
720,male,group C,Time Trial,World Tour,completed,100,89,92,2004-04-01,Asia
721,female,group C,Mountain,Continental,none,65,71,69,2005-10-29,Asia
722,male,group B,Time Trial,World Tour,none,63,51,50,2003-09-08,Australia
723,female,group C,None,Continental,none,46,57,58,1990-11-29,North America
724,male,group E,Mountain,Continental,completed,93,77,84,1988-11-12,Asia
725,female,group C,Hill,World Tour,none,94,90,89,2000-12-16,Asia
726,female,group B,Time Trial,World Tour,none,49,67,62,2002-11-17,Europe
727,female,group B,Cobblestones,World Tour,none,52,60,53,1989-12-30,Australia
728,male,group D,Time Trial,World Tour,none,90,86,89,1989-12-22,Asia
729,female,group C,Time Trial,World Tour,completed,63,72,76,2000-02-11,Australia
730,male,group D,Cobblestones,World Tour,none,90,82,87,1993-07-28,Australia
731,female,group A,Hill,World Tour,none,54,60,60,1989-10-12,Australia
732,male,group D,None,Continental,completed,66,61,66,1998-05-16,Europe
733,male,group E,None,World Tour,none,62,60,56,1995-08-26,Europe
734,male,group C,None,World Tour,none,42,28,31,1998-07-14,North America
735,female,group D,None,World Tour,completed,68,77,78,2001-04-17,Asia
736,female,group C,Time Trial,World Tour,none,78,81,82,1991-09-24,South America
737,male,group C,Cobblestones,World Tour,completed,89,87,82,1993-12-23,North America
738,male,group B,None,Continental,none,79,85,74,1985-01-17,Australia
739,male,group D,Mountain,Continental,completed,85,91,94,1997-04-26,South America
740,female,group B,Sprinter,Continental,completed,61,70,65,1992-07-01,South America
741,female,group C,None,World Tour,none,45,49,42,1993-02-21,Australia
742,male,group C,None,World Tour,none,77,68,68,1992-09-08,South America
743,female,group B,Sprinter,World Tour,completed,73,81,78,1993-07-05,North America
744,male,group C,Sprinter,Continental,completed,70,77,77,1988-06-19,Africa
745,female,group B,Cobblestones,World Tour,completed,71,86,85,2002-09-16,Europe
746,male,group B,Time Trial,World Tour,completed,50,53,54,1986-09-16,North America
747,female,group D,Sprinter,Continental,none,57,69,72,2002-11-09,North America
748,male,group C,Sprinter,World Tour,completed,65,64,65,1992-03-16,Europe
749,male,group C,Sprinter,World Tour,none,69,66,57,1998-11-03,Asia
750,female,group B,Cobblestones,World Tour,none,46,52,50,1996-01-13,South America
751,male,group C,Time Trial,World Tour,completed,77,80,81,1989-08-22,Africa
752,female,group C,Time Trial,World Tour,none,56,55,55,1988-09-07,Africa
753,male,group B,Sprinter,World Tour,none,78,77,70,1995-11-10,Asia
754,male,group E,None,World Tour,none,90,76,65,2005-05-18,South America
755,female,group C,None,Continental,completed,63,79,81,1988-07-22,Europe
756,female,group B,Cobblestones,Continental,none,33,37,41,1993-08-16,South America
757,male,group C,Mountain,World Tour,completed,93,84,85,2000-04-03,South America
758,male,group B,None,World Tour,completed,83,92,91,1990-10-03,Europe
759,female,group D,Sprinter,Continental,none,52,56,58,1998-12-28,North America
760,female,group C,Mountain,World Tour,completed,69,74,82,1996-03-26,Africa
761,female,group C,None,World Tour,none,83,80,82,1996-11-01,Australia
762,female,group D,Mountain,Continental,none,34,46,48,1991-05-28,Africa
763,female,group B,Cobblestones,World Tour,completed,45,55,56,2005-09-16,South America
764,male,group C,Hill,Continental,completed,67,64,66,1995-03-23,Europe
765,male,group E,Time Trial,World Tour,none,100,90,81,2000-05-16,North America
766,female,group C,Sprinter,World Tour,none,79,92,87,2004-03-07,North America
767,female,group B,Sprinter,World Tour,completed,65,83,81,1999-12-20,Europe
768,male,group A,Hill,World Tour,none,54,56,51,2005-02-28,Africa
769,male,group D,None,World Tour,none,84,83,82,1999-02-28,Europe
770,female,group B,Sprinter,World Tour,none,59,70,72,2001-07-21,North America
771,female,group C,Time Trial,Continental,completed,60,74,72,1994-02-24,Australia
772,male,group C,None,Continental,none,71,79,75,1989-02-26,Australia
773,female,group C,Hill,World Tour,none,67,80,73,1994-10-12,Australia
774,female,group E,None,World Tour,none,78,87,88,1985-04-16,Africa
775,male,group D,Sprinter,World Tour,completed,80,69,79,1996-11-22,Africa
776,male,group B,None,World Tour,completed,64,62,68,1999-10-01,Australia
777,female,group A,None,World Tour,none,56,60,63,1999-10-22,Asia
778,male,group D,Mountain,World Tour,none,82,74,76,2004-06-24,Africa
779,male,group C,Hill,World Tour,completed,76,80,82,1990-08-30,Asia
780,female,group D,Hill,Continental,completed,63,80,85,1988-08-20,Asia
781,male,group B,Mountain,Continental,none,76,65,63,2001-05-18,Australia
782,male,group C,Hill,Continental,none,47,48,43,1990-03-04,Asia
783,female,group C,Sprinter,Continental,none,54,61,62,1996-01-29,Africa
784,male,group D,Time Trial,World Tour,completed,70,59,63,1988-08-08,Asia
785,male,group C,Time Trial,World Tour,completed,81,69,75,2001-12-05,Africa
786,male,group C,Hill,World Tour,none,68,71,64,1995-11-06,Africa
787,female,group C,Cobblestones,World Tour,none,47,58,57,1990-03-05,Europe
788,female,group B,Cobblestones,World Tour,none,68,89,78,1997-10-30,Asia
789,female,group B,Hill,World Tour,none,54,73,70,1994-09-27,Asia
790,female,group E,Sprinter,World Tour,none,70,78,69,2000-07-18,North America
791,male,group D,Sprinter,World Tour,none,64,57,64,1998-02-15,Asia
792,male,group B,Mountain,Continental,none,75,74,65,2001-07-13,South America
793,female,group C,None,World Tour,none,41,40,38,1996-01-26,Africa
794,female,group C,Hill,Continental,none,77,75,75,2000-09-02,Africa
795,female,group B,None,World Tour,completed,61,60,66,1996-10-17,Africa
796,female,group B,Sprinter,World Tour,none,45,49,45,1992-11-04,Europe
797,male,group C,Cobblestones,World Tour,none,47,42,41,1988-03-02,North America
798,female,group B,None,World Tour,completed,92,96,100,2000-08-26,Europe
799,male,group C,Cobblestones,World Tour,completed,72,68,63,2001-11-04,North America
800,female,group C,Cobblestones,World Tour,none,62,73,71,1992-06-03,Australia
801,male,group A,Sprinter,World Tour,none,84,76,72,1995-02-05,Asia
802,male,group C,Sprinter,Continental,none,38,45,44,2000-10-06,Europe
803,male,group D,Mountain,World Tour,none,58,62,60,1992-04-08,Asia
804,female,group E,Hill,World Tour,none,62,68,60,1997-10-08,Africa
805,male,group D,Time Trial,Continental,none,59,52,51,2003-11-07,South America
806,female,group A,Time Trial,Continental,completed,39,52,57,1993-07-07,Australia
807,female,group B,Hill,World Tour,none,70,77,76,1990-02-07,Europe
808,male,group B,Sprinter,World Tour,none,63,55,52,1985-06-18,Asia
809,male,group E,Hill,World Tour,none,73,74,75,1996-09-04,Europe
810,male,group C,Sprinter,World Tour,completed,85,97,92,1990-08-24,South America
811,male,group E,Hill,Continental,completed,76,74,74,1987-06-08,Africa
812,female,group C,Hill,World Tour,completed,86,100,99,1988-02-04,South America
813,female,group D,None,Continental,completed,46,62,63,1990-06-23,North America
814,male,group E,None,World Tour,completed,85,88,82,1999-04-23,Africa
815,female,group D,Sprinter,World Tour,completed,80,92,90,1997-10-15,Asia
816,male,group C,Hill,Continental,completed,51,59,56,1989-04-16,Australia
817,male,group D,Sprinter,Continental,completed,52,41,49,1998-06-16,Europe
818,male,group D,Sprinter,World Tour,none,83,87,83,2000-06-28,Europe
819,male,group E,Hill,Continental,completed,66,68,65,1994-08-01,Asia
820,male,group B,None,World Tour,none,62,64,53,1995-01-13,Asia
821,male,group C,Hill,Continental,none,85,77,81,1991-03-16,South America
822,female,group E,Cobblestones,Continental,none,63,75,66,2002-01-17,Asia
823,female,group E,Cobblestones,World Tour,none,77,80,80,1989-10-15,North America
824,female,group E,Sprinter,World Tour,none,78,83,82,1990-11-18,Australia
825,female,group D,Sprinter,World Tour,none,53,75,70,1997-03-05,Australia
826,male,group D,None,World Tour,completed,72,74,68,2000-09-26,Asia
827,male,group D,Cobblestones,Continental,none,77,77,74,2000-06-07,Asia
828,male,group D,None,World Tour,completed,74,70,71,1993-03-04,Europe
829,male,group B,Cobblestones,World Tour,none,80,74,73,1992-03-31,Africa
830,male,group C,Hill,World Tour,none,72,62,54,2002-02-23,South America
831,male,group D,Cobblestones,World Tour,none,91,79,79,1989-01-12,North America
832,female,group D,None,Continental,none,55,80,74,2005-10-14,Asia
833,female,group C,Mountain,Continental,none,36,55,48,2001-09-18,Africa
834,female,group B,Cobblestones,World Tour,none,42,50,53,2004-11-26,Africa
835,male,group C,Hill,World Tour,completed,92,91,90,2003-09-26,Australia
836,female,group D,Cobblestones,World Tour,none,87,88,86,1993-07-19,Europe
837,female,group D,None,World Tour,completed,53,65,66,1999-12-22,Asia
838,female,group B,Cobblestones,Continental,none,38,47,49,2000-06-16,Africa
839,female,group C,Cobblestones,World Tour,completed,70,72,74,1994-10-23,Australia
840,female,group C,Sprinter,World Tour,none,85,87,88,1994-07-09,North America
841,male,group B,Time Trial,World Tour,completed,60,51,54,1995-10-19,North America
842,female,group C,None,World Tour,none,40,52,48,1985-11-02,South America
843,male,group B,Mountain,Continental,none,69,77,73,1999-05-23,Africa
844,male,group D,None,Continental,none,66,66,72,1998-05-10,Australia
845,female,group D,None,Continental,none,51,69,62,1991-07-30,Australia
846,female,group B,Hill,World Tour,none,58,50,56,1996-06-18,Asia
847,male,group B,Cobblestones,World Tour,completed,77,64,69,1989-02-19,North America
848,female,group C,Sprinter,World Tour,completed,66,75,78,2004-03-11,Asia
849,male,group D,Time Trial,World Tour,completed,71,65,68,1993-09-08,North America
850,male,group D,Hill,World Tour,none,89,89,89,1991-08-26,Australia
851,male,group A,Sprinter,Continental,none,41,35,28,2002-05-13,Europe
852,male,group C,Sprinter,World Tour,none,62,57,58,1992-01-05,Europe
853,male,group E,Sprinter,Continental,completed,82,76,78,2003-06-01,South America
854,male,group D,Mountain,Continental,none,74,61,65,1986-12-15,Africa
855,female,group B,Cobblestones,Continental,none,53,75,63,1990-03-10,North America
856,male,group C,Time Trial,World Tour,none,72,73,72,1986-10-13,Africa
857,male,group C,Mountain,Continental,none,48,45,45,1997-12-16,North America
858,male,group A,None,World Tour,none,67,56,56,2003-08-09,Australia
859,male,group C,Mountain,World Tour,none,76,80,72,1988-03-25,North America
860,male,group C,Cobblestones,World Tour,none,71,63,58,2005-09-02,South America
861,female,group A,Sprinter,World Tour,none,54,70,67,2001-07-28,Asia
862,female,group C,Hill,World Tour,none,59,65,65,1988-05-25,Asia
863,male,group B,None,World Tour,completed,61,61,54,1987-02-15,North America
864,male,group D,Mountain,Continental,none,80,79,74,1999-05-27,Europe
865,female,group B,Cobblestones,World Tour,none,67,71,64,1990-05-29,Africa
866,male,group E,Time Trial,Continental,none,57,60,52,1996-12-26,Australia
867,male,group C,Sprinter,Continental,none,56,59,50,1999-04-18,South America
868,female,group B,Sprinter,World Tour,none,60,69,66,2005-04-10,North America
869,female,group D,Sprinter,Continental,none,51,58,57,1986-03-03,Australia
870,male,group C,Mountain,World Tour,completed,53,52,52,1989-08-29,North America
871,female,group E,None,World Tour,none,49,51,51,1990-09-30,Africa
872,male,group A,Cobblestones,World Tour,none,70,64,61,1985-03-27,Europe
873,male,group D,None,Continental,completed,72,68,71,1998-05-24,South America
874,female,group D,Hill,Continental,none,57,63,62,1999-11-05,Australia
875,female,group D,Cobblestones,World Tour,none,50,56,54,2003-01-05,South America
876,male,group C,Cobblestones,Continental,completed,53,47,52,1989-11-11,Australia
877,male,group D,Mountain,Continental,none,60,55,54,2002-09-06,Europe
878,female,group E,Sprinter,World Tour,completed,81,88,89,1995-02-23,South America
879,male,group D,Hill,Continental,completed,84,85,86,1986-11-08,Australia
880,male,group C,Hill,Continental,none,54,60,60,2002-04-15,Africa
881,female,group E,Sprinter,World Tour,none,83,96,92,1999-03-11,Asia
882,male,group D,Cobblestones,World Tour,completed,64,41,50,2000-08-16,Africa
883,female,group B,Hill,World Tour,none,68,71,67,1994-04-24,Australia
884,female,group E,Sprinter,World Tour,none,86,89,85,1994-07-17,Asia
885,female,group D,Hill,World Tour,none,93,94,98,1994-04-16,Europe
886,male,group D,Time Trial,Continental,none,69,70,66,1999-03-19,Australia
887,male,group C,Time Trial,World Tour,none,76,69,71,1990-05-09,Europe
888,female,group C,None,Continental,none,29,45,45,1989-08-31,Africa
889,male,group C,Time Trial,World Tour,none,56,59,52,1986-02-01,Europe
890,male,group D,Hill,World Tour,completed,68,67,70,1989-05-19,South America
891,female,group D,Cobblestones,World Tour,none,43,45,47,1985-05-27,South America
892,female,group B,Sprinter,Continental,none,48,55,59,1989-04-14,Asia
893,female,group B,Sprinter,Continental,none,68,73,73,1995-03-06,Europe
894,male,group D,Hill,Continental,none,69,76,75,2003-10-24,Africa
895,female,group C,Time Trial,World Tour,none,68,75,74,1999-09-19,Australia
896,female,group D,None,World Tour,completed,89,87,93,1995-06-22,Africa
897,female,group C,Hill,Continental,none,64,73,71,2003-11-28,South America
898,female,group A,Time Trial,Continental,none,69,71,74,1989-08-31,Asia
899,female,group E,Time Trial,World Tour,none,80,91,84,1990-09-10,North America
900,female,group D,Time Trial,World Tour,none,72,68,77,2005-11-08,South America
901,male,group C,None,Continental,none,59,62,52,1987-09-08,South America
902,male,group B,None,Continental,none,47,43,38,2004-09-26,Asia
903,female,group C,Sprinter,World Tour,none,79,88,87,1994-07-03,Asia
904,female,group D,None,World Tour,completed,68,83,82,1990-10-24,Europe
905,female,group B,Cobblestones,World Tour,none,43,56,53,2000-07-25,Europe
906,male,group E,Cobblestones,World Tour,none,64,60,54,1991-10-26,North America
907,male,group B,None,Continental,none,55,63,57,1997-04-13,South America
908,male,group C,Cobblestones,World Tour,completed,58,53,57,1990-11-07,Australia
909,female,group D,Hill,World Tour,completed,74,87,85,1992-07-07,North America
910,female,group B,None,World Tour,none,61,78,70,1993-03-18,Europe
911,female,group C,None,World Tour,none,56,60,59,1987-04-17,Australia
912,male,group C,Sprinter,World Tour,completed,71,60,71,1997-02-16,Europe
913,male,group D,Hill,World Tour,none,79,75,74,1992-05-07,Europe
914,female,group B,Time Trial,World Tour,completed,59,76,69,1997-12-21,South America
915,female,group C,None,World Tour,completed,61,82,77,2005-11-24,Africa
916,male,group C,Time Trial,Continental,completed,76,74,76,1998-08-13,Europe
917,male,group C,None,World Tour,none,88,88,80,1994-03-16,Asia
918,male,group D,Hill,World Tour,completed,85,88,90,1987-08-06,North America
919,female,group C,Hill,Continental,none,60,70,69,2003-05-13,Africa
920,female,group C,None,World Tour,completed,54,62,69,1999-07-24,Asia
921,female,group D,Hill,World Tour,none,84,100,97,1990-03-25,Asia
922,female,group C,None,World Tour,completed,79,86,90,1987-10-28,North America
923,female,group D,Hill,World Tour,none,79,85,89,1991-04-05,Asia
924,male,group E,None,World Tour,none,93,84,82,1989-05-06,Asia
925,female,group A,Hill,World Tour,none,83,89,92,1997-03-25,Africa
926,male,group A,None,Continental,completed,68,76,75,2005-09-28,Australia
927,male,group C,Sprinter,World Tour,none,70,56,52,2001-12-10,Asia
928,male,group E,Time Trial,Continental,completed,84,75,73,1985-08-07,Africa
929,female,group D,Cobblestones,Continental,none,52,66,68,1987-06-30,North America
930,female,group B,Sprinter,World Tour,completed,51,65,63,2003-07-12,Europe
931,male,group C,None,World Tour,completed,69,64,61,2003-11-13,Australia
932,male,group D,None,World Tour,none,74,71,64,1989-08-10,Africa
933,male,group A,Sprinter,Continental,none,49,44,40,1991-12-16,Africa
934,female,group B,Cobblestones,Continental,none,52,66,67,1986-05-21,South America
935,female,group D,None,World Tour,none,50,59,55,1993-06-13,Asia
936,male,group D,Cobblestones,World Tour,none,61,60,59,2004-05-25,Australia
937,male,group C,Sprinter,World Tour,none,87,86,73,1999-07-13,South America
938,female,group C,Time Trial,World Tour,none,75,84,85,1997-05-14,Australia
939,male,group C,None,Continental,completed,73,70,64,1985-10-16,Asia
940,female,group C,Hill,World Tour,completed,70,87,84,1987-05-16,Australia
941,male,group D,Time Trial,World Tour,none,92,92,91,1996-11-14,Asia
942,male,group B,Hill,World Tour,none,83,81,74,1989-02-05,Africa
943,male,group A,Hill,Continental,completed,73,82,77,1999-03-29,Europe
944,female,group C,Cobblestones,World Tour,completed,70,85,80,1994-04-12,Europe
945,male,group A,Mountain,World Tour,none,77,72,73,2005-07-02,Europe
946,female,group E,Time Trial,World Tour,completed,67,73,80,1988-01-15,Australia
947,female,group A,Cobblestones,World Tour,none,74,80,80,1993-04-03,South America
948,female,group D,None,World Tour,none,53,58,56,2001-07-09,North America
949,male,group B,None,World Tour,none,69,66,62,2004-12-09,Australia
950,female,group D,Hill,Continental,completed,55,68,67,1991-05-28,Australia
951,female,group C,Cobblestones,World Tour,none,46,62,61,2000-06-16,Africa
952,female,group C,Mountain,World Tour,none,62,66,75,1994-05-07,Asia
953,male,group B,Cobblestones,World Tour,none,39,43,38,1993-10-23,South America
954,male,group C,None,World Tour,none,70,67,63,1997-01-26,South America
955,male,group D,Sprinter,Continental,completed,59,61,60,1997-04-19,Australia
956,female,group D,Cobblestones,World Tour,none,69,78,76,1985-09-14,Australia
957,female,group D,Sprinter,Continental,none,41,55,59,1993-07-27,Europe
958,female,group D,Cobblestones,Continental,none,66,74,76,2004-07-30,South America
959,female,group C,Hill,World Tour,none,76,83,77,1993-03-24,Europe
960,male,group D,Time Trial,Continental,none,49,43,44,1994-03-17,Asia
961,female,group E,Cobblestones,World Tour,none,64,65,67,1999-09-01,Africa
962,male,group D,Sprinter,World Tour,completed,69,69,71,2003-03-21,Africa
963,female,group A,Cobblestones,World Tour,completed,67,73,73,2002-10-28,North America
964,female,group E,Sprinter,World Tour,completed,67,60,65,2004-11-04,Europe
965,female,group D,Sprinter,World Tour,none,71,64,69,2002-07-22,Africa
966,male,group B,Time Trial,World Tour,none,70,66,58,1993-01-18,Africa
967,male,group D,Time Trial,Continental,none,85,82,81,1989-03-01,Europe
968,male,group E,Time Trial,World Tour,none,83,84,81,1992-07-23,North America
969,male,group C,Cobblestones,World Tour,none,57,43,42,1986-01-24,Asia
970,male,group E,None,Continental,none,91,87,81,1992-09-29,Australia
971,male,group C,Mountain,World Tour,none,67,69,65,2002-01-28,North America
972,male,group C,Time Trial,World Tour,none,48,37,38,1985-12-09,South America
973,male,group E,Sprinter,World Tour,completed,100,81,79,1991-03-13,Europe
974,male,group C,Hill,Continental,none,70,74,66,1988-04-14,Europe
975,male,group C,Time Trial,Continental,none,74,70,62,1987-10-27,South America
976,female,group C,None,World Tour,none,74,73,83,1996-12-12,North America
977,male,group D,Hill,World Tour,none,75,74,66,2001-03-18,Australia
978,female,group B,None,World Tour,none,71,75,75,1997-09-16,Australia
979,female,group D,Sprinter,World Tour,none,85,91,88,2003-04-25,Australia
980,male,group E,Hill,Continental,none,75,68,66,1997-11-22,Europe
981,male,group D,None,Continental,none,67,65,67,2001-07-10,Europe
982,male,group A,Hill,Continental,none,75,65,65,1991-01-27,North America
983,female,group B,None,World Tour,completed,94,100,100,1996-08-03,Australia
984,male,group D,Time Trial,World Tour,none,79,80,78,1993-08-15,South America
985,male,group E,Time Trial,World Tour,none,100,97,94,2005-07-11,Europe
986,female,group B,Time Trial,World Tour,completed,56,73,69,2003-06-21,Australia
987,male,group C,Sprinter,World Tour,none,75,71,67,1993-04-18,Asia
988,female,group B,Hill,Continental,none,57,64,68,2004-07-25,North America
989,male,group C,None,Continental,none,59,46,42,1994-12-08,North America
990,male,group B,Time Trial,Continental,none,82,88,82,1998-09-08,Africa
991,female,group C,None,World Tour,completed,68,78,77,1992-11-06,North America
992,female,group C,None,World Tour,completed,60,67,68,2003-04-26,Africa
993,female,group D,Sprinter,Continental,completed,68,87,86,1986-03-21,Asia
994,female,group A,Cobblestones,Continental,completed,61,69,70,1987-07-24,Europe
995,female,group B,Hill,World Tour,none,62,66,69,1987-11-28,Africa
996,female,group D,None,World Tour,none,64,77,77,1995-05-20,Asia
997,female,group C,None,World Tour,completed,71,89,86,2000-10-09,Asia
998,female,group C,None,World Tour,none,63,65,69,1988-07-04,North America
999,female,group C,Time Trial,World Tour,none,60,61,61,1991-03-16,North America
